,rank,AGE,GP,P,P/GP,+/-,Sh%,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF%,CF%,FF%,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,G/GP,A/GP,x0_C,"x0_C, LW","x0_C, LW, RW","x0_C, RW","x0_C, RW, LW",x0_D,x0_G,x0_LD,"x0_LD, LW",x0_LD/RD,x0_LW,"x0_LW, C","x0_LW, C, RW","x0_LW, LD","x0_LW, RW","x0_LW, RW, C",x0_RD,"x0_RD, RW",x0_RW,"x0_RW, C","x0_RW, LW","x0_RW, LW, C",Low Cap Hit,Middle Cap Hit,High Cap Hit,Low Salary,Middle Salary,High Salary
64,65,31,48,51,1.06,20,0.14,16.50,174,285,231,1.14,12.12,19.86,16.1,59.33,57.64,59.35,62.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
65,66,22,54,40,0.74,5,0.09,17.73,140,235,189,1.12,8.9,14.94,12.02,59.92,60.60,59.68,60.76,0,0,0,0.0,0.0,0.0,0.0,0.0,0.24074074074074073,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
66,67,33,51,6,0.12,-7,0.03,1.39,37,86,62,0.1,2.54,5.91,4.26,44.38,42.37,43.41,43.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.09803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
67,68,35,36,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,26,10,6,1.99,0.928,2.04,2.55,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
68,69,28,56,49,0.88,-1,0.11,20.87,193,321,254,1.12,10.39,17.28,13.67,51.52,52.31,51.36,53.96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.39285714285714285,0.48214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
69,70,24,51,42,0.82,10,0.13,17.69,129,207,174,1.3,9.52,15.27,12.83,59.37,59.50,59.47,65.33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.49019607843137253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
70,71,35,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
71,72,34,54,48,0.89,27,0.13,18.96,182,298,256,1.15,11.1,18.18,15.62,65.73,63.70,64.73,64.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.42592592592592593,0.46296296296296297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
72,73,35,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
73,74,22,46,24,0.52,-28,0.15,5.36,82,160,109,0.4,6.13,11.97,8.15,48.81,47.80,47.90,41.59,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
74,75,36,54,25,0.46,2,0.07,4.99,126,279,192,0.25,6.38,14.14,9.73,49.78,50.84,51.77,48.15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
75,76,26,54,45,0.83,2,0.18,11.84,102,180,141,0.74,6.41,11.31,8.86,58.73,58.96,58.97,61.15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.35185185185185186,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
76,77,23,56,26,0.46,4,0.06,5.54,126,252,166,0.24,5.4,10.8,7.11,48.91,49.40,49.05,47.21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.125,0.3392857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
77,78,31,50,12,0.24,13,0.05,4.53,85,160,114,0.25,4.66,8.77,6.25,48.66,47.27,48.44,49.98,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
78,79,24,56,48,0.86,2,0.18,17.05,131,213,178,0.99,7.61,12.38,10.35,58.56,59.38,59.76,62.79,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4107142857142857,0.44642857142857145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
79,80,24,48,48,1.00,10,0.11,14.65,176,334,247,0.98,11.82,22.42,16.57,65.38,66.26,66.38,66.22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
80,81,28,56,36,0.64,-2,0.14,14.97,110,176,149,0.86,6.33,10.13,8.58,54.26,52.68,52.98,52.98,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.35714285714285715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
81,82,34,56,29,0.52,-3,0.13,14.58,99,153,131,0.92,6.24,9.65,8.26,58.38,57.03,56.64,56.34,0,0,0,0.0,0.0,0.0,0.0,0.0,0.23214285714285715,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
82,83,29,51,32,0.63,11,0.02,5.30,105,200,143,0.28,5.68,10.82,7.73,56.07,54.30,54.30,52.94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
83,84,29,50,30,0.60,-1,0.2,17.42,102,177,145,1.2,7.04,12.21,10.0,59.28,59.64,60.30,66.52,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
84,85,28,56,25,0.45,11,0.06,5.54,116,218,146,0.25,5.26,9.89,6.63,45.98,45.53,45.32,42.52,0,0,0,0.0,0.0,0.0,0.0,0.0,0.125,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
85,86,28,56,23,0.41,-4,0.07,3.79,75,181,105,0.19,3.69,8.91,5.17,48.35,51.65,49.72,45.06,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08928571428571429,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
86,87,30,20,6,0.30,-6,0.02,3.43,44,70,57,0.68,8.76,13.94,11.35,53.75,51.22,53.17,50.03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
87,88,26,35,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,9,19,3,2.99,0.903,2.98,2.87,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
88,89,22,52,56,1.08,3,0.21,19.13,155,268,199,1.08,8.72,15.07,11.19,51.77,52.29,51.27,53.17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
89,90,25,50,28,0.56,-6,0.1,13.30,98,154,133,0.9,6.66,10.46,9.03,54.94,55.91,56.03,59.15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
90,91,33,56,27,0.48,-8,0.03,4.01,113,217,143,0.25,7.02,13.48,8.88,63.83,65.02,64.13,64.89,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05357142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
91,92,24,48,65,1.35,22,0.1,20.09,206,374,280,1.23,12.64,22.94,17.18,68.44,69.22,68.75,72.29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.9375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
92,93,29,35,18,0.51,1,0.07,3.40,75,145,93,0.25,5.41,10.45,6.71,51.3,51.63,51.35,47.62,0,0,0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
93,94,25,56,21,0.38,-1,0.03,4.83,113,240,156,0.23,5.3,11.26,7.32,48.8,48.96,48.75,46.05,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.30357142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
94,95,26,27,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,10,13,2,3.38,0.893,3.38,2.72,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
95,96,33,11,12,1.09,9,0.16,3.51,25,45,34,1.08,7.67,13.8,10.43,73.09,68.59,71.03,73.56,0,0,0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
96,97,27,45,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,24,17,4,2.58,0.916,2.66,2.94,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
97,98,32,53,69,1.30,26,0.2,18.09,143,228,182,1.08,8.56,13.65,10.9,64.58,63.03,63.52,63.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5471698113207547,0.7547169811320755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
98,99,27,56,63,1.13,-4,0.17,15.39,120,195,157,0.81,6.32,10.27,8.27,54.77,56.10,55.49,52.49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.375,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
99,100,23,44,23,0.52,-14,0.07,13.18,134,223,176,0.88,8.96,14.9,11.76,53.01,53.64,51.94,54.16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.20454545454545456,0.3181818181818182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
100,101,39,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
101,102,23,54,31,0.57,-7,0.08,14.06,154,296,217,0.99,10.81,20.78,15.24,54.91,54.62,54.45,57.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.35185185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
102,103,24,47,46,0.98,15,0.14,11.98,148,253,194,0.91,11.18,19.12,14.66,57.92,56.76,55.84,55.05,0,0,0,0.0,0.0,0.0,0.0,0.0,0.44680851063829785,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
103,104,31,53,38,0.72,2,0.16,15.75,103,168,144,0.97,6.31,10.3,8.83,52.95,55.90,53.97,54.87,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3018867924528302,0.41509433962264153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
104,105,30,53,18,0.34,-8,0.05,3.33,97,172,115,0.18,5.27,9.34,6.24,42.16,42.45,41.57,38.57,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09433962264150944,0.24528301886792453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
105,106,32,42,35,0.83,9,0.15,6.80,69,137,105,0.6,6.07,12.06,9.24,53.0,54.32,54.29,57.92,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
106,107,34,51,8,0.16,-9,0.0,2.11,88,152,116,0.13,5.47,9.44,7.21,43.3,40.15,42.15,40.54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
107,108,30,42,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,21,19,3,2.67,0.904,2.66,2.39,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
108,109,28,56,33,0.59,-5,0.15,19.86,121,206,171,1.19,7.27,12.37,10.27,51.42,50.76,51.22,54.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.26785714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
109,110,36,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
110,111,25,56,57,1.02,7,0.16,20.46,141,238,184,1.08,7.45,12.58,9.73,55.61,56.87,55.96,57.23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4107142857142857,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
111,112,34,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
112,113,27,52,35,0.67,-4,0.12,16.66,131,235,183,0.96,7.57,13.58,10.57,56.95,56.94,56.53,62.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.36538461538461536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
113,114,36,15,4,0.27,-4,0.1,2.77,30,49,39,0.87,9.42,15.39,12.25,48.62,47.45,48.39,43.43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
114,115,32,35,13,0.37,-1,0.04,4.04,45,69,59,0.5,5.56,8.52,7.29,45.32,43.74,43.12,39.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.3142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
115,116,32,54,22,0.41,-7,0.14,6.94,67,105,85,0.59,5.67,8.88,7.19,51.04,54.07,53.23,53.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
116,117,34,7,1,0.14,-3,0.0,0.25,5,7,5,0.22,4.47,6.26,4.47,40.61,34.17,34.04,36.22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
117,118,25,51,21,0.41,1,0.07,5.62,86,176,129,0.31,4.72,9.66,7.08,48.16,47.90,48.73,51.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
118,119,32,4,1,0.25,2,0.0,0.13,5,8,5,0.15,5.59,8.94,5.59,50.0,50.48,50.00,52.84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
119,120,25,39,32,0.82,-9,0.09,10.76,129,214,177,0.91,10.85,18.0,14.89,59.56,59.73,60.22,56.87,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.5128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
120,121,27,44,24,0.55,1,0.22,8.61,68,129,99,0.83,6.59,12.49,9.59,59.19,59.78,58.88,60.14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3409090909090909,0.20454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
121,122,28,52,15,0.29,-4,0.07,3.19,71,148,98,0.19,4.3,8.96,5.93,45.51,44.47,45.04,43.76,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09615384615384616,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
122,123,24,50,58,1.16,12,0.15,20.02,176,261,221,1.14,10.09,14.96,12.67,62.51,61.99,61.46,62.62,0,0,0,0.0,0.0,0.0,0.0,0.0,0.52,0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
123,124,27,55,61,1.11,12,0.16,13.58,123,190,153,0.8,7.29,11.26,9.07,62.17,62.84,62.97,63.91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.7454545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
124,125,27,56,39,0.70,19,0.13,15.18,106,192,140,0.89,6.19,11.22,8.18,57.35,57.27,57.22,57.63,0,0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.44642857142857145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
125,126,35,49,31,0.63,-3,0.13,15.35,129,207,168,1.07,8.96,14.38,11.67,59.43,59.97,59.38,59.98,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3469387755102041,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
126,127,23,54,45,0.83,-3,0.16,16.48,123,222,172,1.01,7.57,13.67,10.59,56.23,57.88,57.25,56.89,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4074074074074074,0.42592592592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
